phone_ts_ms	host_ts_ms	offset_ms
1781818259299	1781818258857	-442
1781818259332	1781818258893	-439
1781818259365	1781818258923	-442
1781818259398	1781818258956	-442
1781818259432	1781818258990	-442
1781818259464	1781818259023	-441
1781818259500	1781818259060	-440
1781818259532	1781818259092	-440
1781818259563	1781818259121	-442
1781818259597	1781818259155	-442
1781818259631	1781818259189	-442
1781818259665	1781818259223	-442
1781818259697	1781818259255	-442
1781818259732	1781818259290	-442
1781818259765	1781818259323	-442
1781818259794	1781818259353	-441
1781818259832	1781818259395	-437
1781818259867	1781818259427	-440
1781818259901	1781818259460	-441
1781818259932	1781818259490	-442
1781818259966	1781818259524	-442
1781818259998	1781818259557	-441
1781818260030	1781818259589	-441
1781818260067	1781818259626	-441
1781818260092	1781818259651	-441
1781818260131	1781818259689	-442
1781818260164	1781818259722	-442
1781818260199	1781818259758	-441
1781818260231	1781818259789	-442
1781818260266	1781818259826	-440
1781818260299	1781818259857	-442
1781818260323	1781818259881	-442
1781818260355	1781818259913	-442
1781818260388	1781818259946	-442
1781818260421	1781818259979	-442
1781818260465	1781818260023	-442
1781818260487	1781818260049	-438
1781818260521	1781818260079	-442
1781818260553	1781818260111	-442
1781818260586	1781818260144	-442
1781818260620	1781818260189	-431
1781818260652	1781818260211	-441
1781818260685	1781818260243	-442
1781818260718	1781818260277	-441
1781818260751	1781818260310	-441
1781818260785	1781818260344	-441
1781818260817	1781818260387	-430
1781818260850	1781818260408	-442
1781818260884	1781818260443	-441
1781818260916	1781818260474	-442
1781818260949	1781818260507	-442
1781818260982	1781818260540	-442
1781818261015	1781818260573	-442
1781818261048	1781818260606	-442
1781818261082	1781818260640	-442
1781818261114	1781818260672	-442
1781818261147	1781818260706	-441
1781818261180	1781818260740	-440
1781818261215	1781818260774	-441
1781818261246	1781818260804	-442
1781818261280	1781818260840	-440
1781818261313	1781818260873	-440
1781818261345	1781818260903	-442
1781818261381	1781818260939	-442
1781818261412	1781818260971	-441
1781818261446	1781818261004	-442
1781818261481	1781818261039	-442
1781818261512	1781818261074	-438
1781818261547	1781818261107	-440
1781818261579	1781818261138	-441
1781818261610	1781818261171	-439
1781818261646	1781818261205	-441
1781818261679	1781818261238	-441
1781818261733	1781818261293	-440
1781818261741	1781818261305	-436
1781818261781	1781818261340	-441
1781818261813	1781818261373	-440
1781818261848	1781818261414	-434
1781818261879	1781818261437	-442
1781818261911	1781818261470	-441
1781818261946	1781818261504	-442
1781818261979	1781818261538	-441
1781818262010	1781818261568	-442
1781818262044	1781818261603	-441
1781818262079	1781818261637	-442
1781818262113	1781818261673	-440
1781818262147	1781818261705	-442
1781818262179	1781818261740	-439
1781818262203	1781818261766	-437
1781818262236	1781818261800	-436
1781818262269	1781818261828	-441
1781818262302	1781818261861	-441
1781818262335	1781818261894	-441
1781818262368	1781818261929	-439
1781818262401	1781818261960	-441
1781818262434	1781818261992	-442
1781818262467	1781818262025	-442
1781818262502	1781818262067	-435
1781818262533	1781818262091	-442
1781818262567	1781818262127	-440
1781818262599	1781818262158	-441
1781818262632	1781818262190	-442
1781818262665	1781818262224	-441
1781818262698	1781818262257	-441
1781818262731	1781818262289	-442
1781818262767	1781818262325	-442
1781818262798	1781818262357	-441
1781818262831	1781818262389	-442
1781818262863	1781818262421	-442
1781818262896	1781818262459	-437
1781818262929	1781818262487	-442
1781818262962	1781818262522	-440
1781818262996	1781818262555	-441
1781818263029	1781818262588	-441
1781818263061	1781818262619	-442
1781818263096	1781818262655	-441
1781818263131	1781818262689	-442
1781818263161	1781818262720	-441
1781818263195	1781818262753	-442
1781818263227	1781818262785	-442
1781818263262	1781818262822	-440
1781818263293	1781818262853	-440
1781818263328	1781818262887	-441
1781818263361	1781818262919	-442
1781818263399	1781818262959	-440
1781818263428	1781818262988	-440
1781818263463	1781818263021	-442
1781818263495	1781818263055	-440
1781818263529	1781818263090	-439
1781818263561	1781818263124	-437
1781818263594	1781818263155	-439
1781818263627	1781818263188	-439
1781818263660	1781818263222	-438
1781818263692	1781818263251	-441
1781818263727	1781818263290	-437
1781818263760	1781818263318	-442
1781818263793	1781818263351	-442
1781818263828	1781818263389	-439
1781818263860	1781818263422	-438
1781818263893	1781818263452	-441
1781818263927	1781818263487	-440
1781818263962	1781818263520	-442
1781818263995	1781818263554	-441
1781818264019	1781818263579	-440
1781818264051	1781818263611	-440
1781818264084	1781818263652	-432
1781818264118	1781818263679	-439
1781818264150	1781818263710	-440
1781818264183	1781818263741	-442
1781818264217	1781818263775	-442
1781818264249	1781818263807	-442
1781818264282	1781818263841	-441
1781818264315	1781818263873	-442
1781818264348	1781818263906	-442
1781818264381	1781818263939	-442
1781818264414	1781818263972	-442
1781818264447	1781818264007	-440
1781818264480	1781818264038	-442
1781818264513	1781818264072	-441
1781818264546	1781818264105	-441
1781818264579	1781818264139	-440
1781818264614	1781818264175	-439
1781818264645	1781818264203	-442
1781818264683	1781818264243	-440
1781818264711	1781818264271	-440
1781818264744	1781818264307	-437
1781818264777	1781818264336	-441
1781818264811	1781818264370	-441
1781818264843	1781818264401	-442
1781818264876	1781818264435	-441
1781818264910	1781818264468	-442
1781818264943	1781818264501	-442
1781818264975	1781818264533	-442
1781818265009	1781818264568	-441
1781818265042	1781818264601	-441
1781818265076	1781818264635	-441
1781818265109	1781818264667	-442
1781818265143	1781818264701	-442
1781818265173	1781818264732	-441
1781818265210	1781818264770	-440
1781818265241	1781818264800	-441
1781818265274	1781818264833	-441
1781818265309	1781818264869	-440
1781818265343	1781818264905	-438
1781818265374	1781818264934	-440
1781818265409	1781818264969	-440
1781818265442	1781818265001	-441
1781818265476	1781818265036	-440
1781818265508	1781818265066	-442
1781818265541	1781818265102	-439
1781818265573	1781818265133	-440
1781818265608	1781818265166	-442
1781818265640	1781818265202	-438
1781818265674	1781818265233	-441
1781818265708	1781818265266	-442
1781818265740	1781818265300	-440
1781818265774	1781818265334	-440
1781818265806	1781818265366	-440
1781818265833	1781818265398	-435
1781818265874	1781818265434	-440
1781818265900	1781818265459	-441
1781818265932	1781818265490	-442
1781818265965	1781818265523	-442
1781818265998	1781818265556	-442
1781818266031	1781818265589	-442
1781818266064	1781818265622	-442
1781818266097	1781818265655	-442
1781818266130	1781818265688	-442
1781818266163	1781818265721	-442
1781818266196	1781818265755	-441
1781818266229	1781818265788	-441
1781818266262	1781818265821	-441
1781818266296	1781818265854	-442
1781818266328	1781818265886	-442
1781818266361	1781818265919	-442
1781818266394	1781818265954	-440
1781818266427	1781818265986	-441
1781818266460	1781818266020	-440
1781818266493	1781818266052	-441
1781818266527	1781818266085	-442
1781818266561	1781818266121	-440
1781818266592	1781818266150	-442
1781818266625	1781818266184	-441
1781818266659	1781818266218	-441
1781818266691	1781818266251	-440
1781818266725	1781818266286	-439
1781818266761	1781818266322	-439
1781818266795	1781818266354	-441
1781818266823	1781818266381	-442
phone_ts_ms	host_ts_ms	offset_ms
1781818369530	1781818369091	-439
1781818369562	1781818369118	-444
1781818369609	1781818369166	-443
1781818369641	1781818369199	-442
1781818369661	1781818369217	-444
1781818369711	1781818369268	-443
1781818369742	1781818369298	-444
1781818369791	1781818369348	-443
1781818369795	1781818369353	-442
1781818369826	1781818369384	-442
1781818369875	1781818369432	-443
1781818369912	1781818369469	-443
1781818369939	1781818369496	-443
1781818369975	1781818369533	-442
1781818370009	1781818369565	-444
1781818370045	1781818369601	-444
1781818370071	1781818369627	-444
1781818370104	1781818369664	-440
1781818370125	1781818369682	-443
1781818370156	1781818369717	-439
1781818370189	1781818369748	-441
1781818370222	1781818369778	-444
1781818370257	1781818369814	-443
1781818370288	1781818369844	-444
1781818370321	1781818369878	-443
1781818370354	1781818369910	-444
1781818370387	1781818369944	-443
1781818370420	1781818369977	-443
1781818370453	1781818370010	-443
1781818370486	1781818370043	-443
1781818370519	1781818370075	-444
1781818370553	1781818370109	-444
1781818370585	1781818370142	-443
1781818370621	1781818370177	-444
1781818370652	1781818370208	-444
1781818370684	1781818370240	-444
1781818370723	1781818370279	-444
1781818370755	1781818370312	-443
1781818370795	1781818370354	-441
1781818370821	1781818370380	-441
1781818370853	1781818370409	-444
1781818370884	1781818370440	-444
1781818370915	1781818370471	-444
1781818370948	1781818370505	-443
1781818370987	1781818370543	-444
1781818371019	1781818370581	-438
1781818371053	1781818370609	-444
1781818371086	1781818370644	-442
1781818371123	1781818370681	-442
1781818371152	1781818370710	-442
1781818371185	1781818370741	-444
1781818371212	1781818370769	-443
1781818371245	1781818370805	-440
1781818371278	1781818370836	-442
1781818371322	1781818370880	-442
1781818371352	1781818370908	-444
1781818371384	1781818370941	-443
1781818371424	1781818370980	-444
1781818371453	1781818371010	-443
1781818371489	1781818371046	-443
1781818371512	1781818371069	-443
1781818371550	1781818371108	-442
1781818371575	1781818371131	-444
1781818371608	1781818371165	-443
1781818371650	1781818371207	-443
1781818371684	1781818371240	-444
1781818371719	1781818371276	-443
1781818371750	1781818371311	-439
1781818371773	1781818371331	-442
1781818371806	1781818371363	-443
1781818371850	1781818371406	-444
1781818371875	1781818371433	-442
1781818371905	1781818371463	-442
1781818371952	1781818371509	-443
1781818371985	1781818371542	-443
1781818372022	1781818371580	-442
1781818372037	1781818371594	-443
1781818372070	1781818371627	-443
1781818372103	1781818371661	-442
1781818372141	1781818371698	-443
1781818372172	1781818371728	-444
1781818372202	1781818371759	-443
1781818372236	1781818371793	-443
1781818372268	1781818371826	-442
1781818372301	1781818371858	-443
1781818372335	1781818371892	-443
1781818372367	1781818371924	-443
1781818372400	1781818371957	-443
1781818372434	1781818371992	-442
1781818372466	1781818372023	-443
1781818372502	1781818372058	-444
1781818372532	1781818372088	-444
1781818372565	1781818372122	-443
1781818372598	1781818372155	-443
1781818372634	1781818372192	-442
1781818372668	1781818372228	-440
1781818372702	1781818372259	-443
1781818372735	1781818372291	-444
1781818372775	1781818372336	-439
1781818372803	1781818372361	-442
1781818372835	1781818372392	-443
1781818372866	1781818372425	-441
1781818372900	1781818372456	-444
1781818372932	1781818372489	-443
1781818372965	1781818372522	-443
1781818373001	1781818372558	-443
1781818373033	1781818372592	-441
1781818373070	1781818372629	-441
1781818373103	1781818372661	-442
1781818373133	1781818372692	-441
1781818373159	1781818372715	-444
1781818373198	1781818372755	-443
1781818373231	1781818372788	-443
1781818373263	1781818372821	-442
1781818373300	1781818372856	-444
1781818373332	1781818372889	-443
1781818373366	1781818372922	-444
1781818373400	1781818372958	-442
1781818373434	1781818372991	-443
1781818373465	1781818373022	-443
1781818373502	1781818373059	-443
1781818373534	1781818373091	-443
1781818373565	1781818373122	-443
1781818373599	1781818373156	-443
1781818373634	1781818373190	-444
1781818373663	1781818373220	-443
1781818373696	1781818373252	-444
1781818373736	1781818373293	-443
1781818373767	1781818373326	-441
1781818373802	1781818373360	-442
1781818373831	1781818373387	-444
1781818373866	1781818373422	-444
1781818373900	1781818373456	-444
1781818373918	1781818373475	-443
1781818373951	1781818373510	-441
1781818373984	1781818373540	-444
1781818374017	1781818373573	-444
1781818374050	1781818373607	-443
1781818374085	1781818373641	-444
1781818374116	1781818373673	-443
1781818374149	1781818373706	-443
1781818374195	1781818373753	-442
1781818374216	1781818373772	-444
1781818374250	1781818373806	-444
1781818374282	1781818373838	-444
1781818374317	1781818373875	-442
1781818374349	1781818373905	-444
1781818374381	1781818373938	-443
1781818374413	1781818373971	-442
1781818374446	1781818374004	-442
1781818374480	1781818374037	-443
1781818374513	1781818374069	-444
1781818374545	1781818374103	-442
1781818374578	1781818374135	-443
1781818374615	1781818374173	-442
1781818374644	1781818374200	-444
1781818374679	1781818374235	-444
1781818374711	1781818374269	-442
1781818374743	1781818374300	-443
1781818374780	1781818374337	-443
1781818374813	1781818374370	-443
1781818374847	1781818374409	-438
1781818374880	1781818374438	-442
1781818374915	1781818374474	-441
1781818374947	1781818374504	-443
1781818374979	1781818374538	-441
1781818375013	1781818374569	-444
1781818375046	1781818374604	-442
1781818375080	1781818374638	-442
1781818375113	1781818374669	-444
1781818375144	1781818374702	-442
1781818375177	1781818374733	-444
1781818375212	1781818374769	-443
1781818375248	1781818374806	-442
1781818375281	1781818374838	-443
1781818375312	1781818374868	-444
1781818375347	1781818374906	-441
1781818375379	1781818374935	-444
1781818375412	1781818374968	-444
1781818375444	1781818374999	-445
1781818375480	1781818375036	-444
1781818375513	1781818375069	-444
1781818375545	1781818375101	-444
1781818375579	1781818375135	-444
1781818375611	1781818375167	-444
1781818375646	1781818375202	-444
1781818375683	1781818375239	-444
1781818375701	1781818375260	-441
1781818375734	1781818375295	-439
1781818375767	1781818375331	-436
1781818375812	1781818375368	-444
1781818375842	1781818375399	-443
1781818375873	1781818375429	-444
1781818375898	1781818375457	-441
1781818375931	1781818375488	-443
1781818375980	1781818375538	-442
1781818375998	1781818375554	-444
1781818376030	1781818375589	-441
1781818376065	1781818375622	-443
1781818376096	1781818375653	-443
1781818376129	1781818375686	-443
1781818376163	1781818375720	-443
1781818376196	1781818375755	-441
1781818376229	1781818375786	-443
1781818376261	1781818375817	-444
1781818376294	1781818375851	-443
1781818376328	1781818375884	-444
1781818376363	1781818375920	-443
1781818376394	1781818375950	-444
1781818376429	1781818375986	-443
1781818376465	1781818376025	-440
1781818376492	1781818376048	-444
1781818376529	1781818376085	-444
1781818376561	1781818376117	-444
1781818376594	1781818376150	-444
1781818376625	1781818376181	-444
1781818376659	1781818376215	-444
1781818376693	1781818376252	-441
1781818376725	1781818376282	-443
1781818376763	1781818376322	-441
1781818376794	1781818376351	-443
1781818376824	1781818376381	-443
1781818376865	1781818376423	-442
1781818376896	1781818376456	-440
1781818376928	1781818376486	-442
1781818376959	1781818376516	-443
1781818376991	1781818376548	-443
1781818377026	1781818376584	-442
1781818377053	1781818376609	-444
1781818377092	1781818376649	-443
1781818377126	1781818376684	-442
1781818377159	1781818376716	-443
1781818377192	1781818376748	-444
1781818377226	1781818376783	-443
1781818377259	1781818376815	-444
1781818377290	1781818376848	-442
1781818377324	1781818376880	-444
1781818377358	1781818376915	-443
1781818377392	1781818376950	-442
1781818377422	1781818376978	-444
1781818377457	1781818377015	-442
1781818377493	1781818377050	-443
1781818377525	1781818377081	-444
1781818377558	1781818377114	-444
1781818377595	1781818377151	-444
1781818377626	1781818377183	-443
1781818377648	1781818377205	-443
1781818377680	1781818377238	-442
1781818377713	1781818377270	-443
1781818377747	1781818377304	-443
1781818377779	1781818377335	-444
1781818377812	1781818377369	-443
1781818377845	1781818377401	-444
1781818377880	1781818377436	-444
1781818377911	1781818377468	-443
1781818377949	1781818377506	-443
1781818377977	1781818377534	-443
1781818378010	1781818377567	-443
1781818378043	1781818377599	-444
1781818378076	1781818377633	-443
1781818378111	1781818377667	-444
1781818378142	1781818377699	-443
1781818378175	1781818377734	-441
1781818378208	1781818377765	-443
1781818378242	1781818377799	-443
1781818378275	1781818377831	-444
1781818378308	1781818377864	-444
1781818378341	1781818377898	-443
1781818378375	1781818377931	-444
1781818378410	1781818377967	-443
1781818378439	1781818377996	-443
1781818378476	1781818378033	-443
1781818378511	1781818378067	-444
1781818378543	1781818378100	-443
1781818378573	1781818378129	-444
1781818378608	1781818378169	-439
1781818378638	1781818378194	-444
1781818378674	1781818378233	-441
1781818378710	1781818378267	-443
1781818378742	1781818378300	-442
1781818378774	1781818378333	-441
1781818378808	1781818378366	-442
1781818378840	1781818378396	-444
1781818378868	1781818378425	-443
1781818378901	1781818378459	-442
1781818378941	1781818378499	-442
1781818378972	1781818378529	-443
1781818379009	1781818378566	-443
1781818379043	1781818378599	-444
1781818379074	1781818378633	-441
1781818379099	1781818378657	-442
1781818379133	1781818378689	-444
1781818379165	1781818378721	-444
1781818379206	1781818378764	-442
1781818379241	1781818378798	-443
1781818379276	1781818378835	-441
1781818379310	1781818378867	-443
1781818379341	1781818378897	-444
1781818379374	1781818378932	-442
1781818379407	1781818378963	-444
1781818379441	1781818378998	-443
1781818379474	1781818379031	-443
1781818379508	1781818379065	-443
1781818379528	1781818379087	-441
1781818379575	1781818379134	-441
1781818379594	1781818379150	-444
1781818379640	1781818379196	-444
1781818379660	1781818379216	-444
1781818379701	1781818379260	-441
1781818379726	1781818379282	-444
1781818379765	1781818379321	-444
1781818379792	1781818379349	-443
1781818379825	1781818379382	-443
1781818379864	1781818379422	-442
1781818379896	1781818379453	-443
1781818379924	1781818379480	-444
1781818379957	1781818379513	-444
1781818379990	1781818379547	-443
1781818380023	1781818379582	-441
1781818380062	1781818379618	-444
1781818380100	1781818379656	-444
1781818380124	1781818379680	-444
1781818380155	1781818379714	-441
1781818380192	1781818379748	-444
1781818380224	1781818379783	-441
1781818380254	1781818379814	-440
1781818380303	1781818379860	-443
1781818380322	1781818379878	-444
1781818380356	1781818379916	-440
1781818380388	1781818379946	-442
1781818380422	1781818379979	-443
1781818380458	1781818380014	-444
1781818380491	1781818380047	-444
1781818380522	1781818380078	-444
1781818380562	1781818380119	-443
1781818380587	1781818380144	-443
1781818380623	1781818380181	-442
1781818380654	1781818380210	-444
1781818380686	1781818380243	-443
1781818380719	1781818380275	-444
1781818380754	1781818380311	-443
1781818380787	1781818380343	-444
1781818380821	1781818380377	-444
1781818380852	1781818380408	-444
1781818380884	1781818380440	-444
1781818380920	1781818380477	-443
1781818380953	1781818380509	-444
1781818380986	1781818380543	-443
1781818381020	1781818380577	-443
1781818381054	1781818380610	-444
1781818381088	1781818380647	-441
1781818381120	1781818380677	-443
1781818381153	1781818380709	-444
1781818381186	1781818380743	-443
1781818381221	1781818380777	-444
1781818381254	1781818380810	-444
1781818381286	1781818380844	-442
1781818381319	1781818380876	-443
1781818381355	1781818380912	-443
1781818381387	1781818380943	-444
1781818381413	1781818380969	-444
1781818381442	1781818381001	-441
1781818381487	1781818381044	-443
1781818381510	1781818381066	-444
1781818381541	1781818381098	-443
1781818381574	1781818381132	-442
1781818381607	1781818381163	-444
1781818381640	1781818381196	-444
1781818381673	1781818381230	-443
1781818381706	1781818381263	-443
1781818381739	1781818381296	-443
1781818381772	1781818381329	-443
1781818381805	1781818381363	-442
1781818381838	1781818381397	-441
1781818381871	1781818381428	-443
1781818381904	1781818381460	-444
1781818381937	1781818381494	-443
1781818381999	1781818381558	-441
1781818382007	1781818381568	-439
1781818382039	1781818381598	-441
1781818382077	1781818381633	-444
1781818382103	1781818381659	-444
1781818382138	1781818381697	-441
1781818382170	1781818381726	-444
1781818382202	1781818381759	-443
1781818382236	1781818381792	-444
1781818382268	1781818381830	-438
1781818382305	1781818381861	-444
1781818382335	1781818381900	-435
1781818382368	1781818381924	-444
1781818382402	1781818381959	-443
1781818382437	1781818381997	-440
1781818382467	1781818382024	-443
1781818382503	1781818382060	-443
1781818382537	1781818382093	-444
1781818382569	1781818382126	-443
1781818382602	1781818382158	-444
1781818382634	1781818382190	-444
1781818382670	1781818382227	-443
1781818382701	1781818382263	-438
1781818382733	1781818382289	-444
1781818382769	1781818382327	-442
1781818382801	1781818382357	-444
1781818382837	1781818382394	-443
1781818382870	1781818382427	-443
1781818382904	1781818382461	-443
1781818382938	1781818382495	-443
1781818382968	1781818382525	-443
1781818382999	1781818382556	-443
1781818383034	1781818382592	-442
1781818383065	1781818382621	-444
1781818383103	1781818382660	-443
1781818383134	1781818382689	-445
1781818383158	1781818382714	-444
1781818383202	1781818382758	-444
1781818383238	1781818382794	-444
1781818383267	1781818382823	-444
1781818383299	1781818382854	-445
1781818383323	1781818382879	-444
1781818383356	1781818382919	-437
1781818383389	1781818382953	-436
1781818383422	1781818382979	-443
1781818383455	1781818383012	-443
1781818383488	1781818383045	-443
1781818383521	1781818383078	-443
1781818383554	1781818383111	-443
1781818383587	1781818383143	-444
1781818383620	1781818383176	-444
1781818383653	1781818383209	-444
1781818383686	1781818383242	-444
1781818383719	1781818383275	-444
1781818383753	1781818383311	-442
1781818383785	1781818383342	-443
1781818383818	1781818383375	-443
1781818383852	1781818383408	-444
1781818383887	1781818383443	-444
1781818383917	1781818383473	-444
1781818383951	1781818383507	-444
1781818383985	1781818383541	-444
1781818384021	1781818383578	-443
1781818384050	1781818383606	-444
1781818384082	1781818383638	-444
1781818384115	1781818383672	-443
1781818384149	1781818383706	-443
1781818384183	1781818383740	-443
1781818384218	1781818383775	-443
1781818384252	1781818383808	-444
1781818384282	1781818383838	-444
1781818384318	1781818383874	-444
1781818384350	1781818383908	-442
1781818384381	1781818383939	-442
1781818384417	1781818383974	-443
1781818384452	1781818384008	-444
1781818384485	1781818384043	-442
1781818384512	1781818384069	-443
1781818384551	1781818384109	-442
1781818384578	1781818384135	-443
1781818384615	1781818384172	-443
1781818384652	1781818384209	-443
1781818384678	1781818384234	-444
1781818384716	1781818384272	-444
1781818384749	1781818384306	-443
1781818384781	1781818384341	-440
1781818384814	1781818384373	-441
1781818384846	1781818384404	-442
1781818384885	1781818384444	-441
1781818384920	1781818384477	-443
1781818384948	1781818384506	-442
1781818384980	1781818384536	-444
1781818385021	1781818384578	-443
1781818385050	1781818384608	-442
1781818385082	1781818384641	-441
1781818385116	1781818384673	-443
1781818385148	1781818384705	-443
1781818385180	1781818384738	-442
1781818385204	1781818384760	-444
1781818385237	1781818384795	-442
1781818385270	1781818384826	-444
1781818385314	1781818384871	-443
1781818385336	1781818384893	-443
1781818385369	1781818384925	-444
1781818385403	1781818384961	-442
1781818385435	1781818384991	-444
1781818385468	1781818385024	-444
1781818385501	1781818385057	-444
1781818385534	1781818385089	-445
1781818385568	1781818385124	-444
1781818385600	1781818385156	-444
1781818385635	1781818385191	-444
1781818385667	1781818385223	-444
1781818385699	1781818385255	-444
1781818385732	1781818385289	-443
1781818385765	1781818385321	-444
1781818385798	1781818385354	-444
1781818385831	1781818385388	-443
1781818385865	1781818385422	-443
1781818385897	1781818385454	-443
1781818385930	1781818385486	-444
1781818385963	1781818385519	-444
1781818385997	1781818385553	-444
1781818386029	1781818385585	-444
1781818386065	1781818385622	-443
1781818386097	1781818385654	-443
1781818386130	1781818385685	-445
1781818386164	1781818385725	-439
1781818386197	1781818385753	-444
1781818386230	1781818385785	-445
1781818386264	1781818385820	-444
1781818386297	1781818385853	-444
1781818386330	1781818385886	-444
1781818386364	1781818385920	-444
1781818386396	1781818385953	-443
1781818386429	1781818385986	-443
1781818386465	1781818386022	-443
1781818386499	1781818386055	-444
1781818386534	1781818386090	-444
1781818386563	1781818386119	-444
1781818386597	1781818386154	-443
1781818386631	1781818386187	-444
1781818386664	1781818386222	-442
1781818386696	1781818386252	-444
1781818386729	1781818386285	-444
1781818386763	1781818386319	-444
1781818386797	1781818386353	-444
1781818386831	1781818386388	-443
1781818386863	1781818386421	-442
1781818386896	1781818386455	-441
1781818386929	1781818386486	-443
1781818386963	1781818386519	-444
1781818386996	1781818386552	-444
1781818387019	1781818386576	-443
1781818387053	1781818386609	-444
1781818387085	1781818386645	-440
1781818387118	1781818386675	-443
1781818387151	1781818386709	-442
1781818387184	1781818386741	-443
1781818387217	1781818386775	-442
1781818387252	1781818386815	-437
1781818387283	1781818386839	-444
1781818387316	1781818386873	-443
1781818387349	1781818386906	-443
1781818387382	1781818386938	-444
1781818387415	1781818386973	-442
1781818387448	1781818387004	-444
1781818387483	1781818387039	-444
1781818387514	1781818387070	-444
1781818387547	1781818387103	-444
1781818387580	1781818387137	-443
1781818387614	1781818387170	-444
1781818387649	1781818387206	-443
1781818387683	1781818387239	-444
1781818387713	1781818387269	-444
1781818387745	1781818387302	-443
1781818387779	1781818387335	-444
1781818387812	1781818387370	-442
1781818387846	1781818387404	-442
1781818387879	1781818387435	-444
1781818387912	1781818387468	-444
1781818387944	1781818387500	-444
1781818387978	1781818387536	-442
1781818388012	1781818387569	-443
1781818388045	1781818387605	-440
1781818388078	1781818387635	-443
1781818388111	1781818387669	-442
1781818388142	1781818387698	-444
1781818388178	1781818387736	-442
1781818388211	1781818387768	-443
1781818388245	1781818387804	-441
1781818388278	1781818387839	-439
1781818388311	1781818387868	-443
1781818388347	1781818387906	-441
1781818388378	1781818387936	-442
1781818388410	1781818387965	-445
1781818388443	1781818387999	-444
1781818388477	1781818388037	-440
1781818388511	1781818388068	-443
1781818388545	1781818388101	-444
1781818388578	1781818388136	-442
1781818388615	1781818388172	-443
1781818388642	1781818388199	-443
1781818388676	1781818388232	-444
1781818388711	1781818388268	-443
1781818388742	1781818388298	-444
1781818388776	1781818388333	-443
1781818388810	1781818388367	-443
1781818388844	1781818388401	-443
1781818388877	1781818388433	-444
1781818388900	1781818388458	-442
1781818388933	1781818388496	-437
1781818388966	1781818388523	-443
1781818388999	1781818388555	-444
1781818389032	1781818388589	-443
1781818389065	1781818388621	-444
1781818389098	1781818388654	-444
1781818389131	1781818388688	-443
1781818389164	1781818388721	-443
1781818389197	1781818388757	-440
1781818389233	1781818388790	-443
1781818389263	1781818388821	-442
1781818389296	1781818388853	-443
1781818389330	1781818388886	-444
1781818389362	1781818388919	-443
1781818389395	1781818388952	-443
1781818389428	1781818388984	-444
1781818389461	1781818389018	-443
1781818389496	1781818389053	-443
1781818389527	1781818389084	-443
1781818389563	1781818389121	-442
1781818389593	1781818389150	-443
1781818389627	1781818389184	-443
1781818389659	1781818389217	-442
1781818389692	1781818389249	-443
1781818389727	1781818389287	-440
1781818389760	1781818389318	-442
1781818389791	1781818389348	-443
1781818389825	1781818389382	-443
1781818389859	1781818389415	-444
1781818389891	1781818389450	-441
1781818389926	1781818389485	-441
1781818389960	1781818389518	-442
1781818389994	1781818389551	-443
1781818390025	1781818389585	-440
1781818390057	1781818389613	-444
1781818390093	1781818389651	-442
1781818390130	1781818389691	-439
1781818390159	1781818389715	-444
1781818390192	1781818389748	-444
1781818390225	1781818389785	-440
1781818390259	1781818389819	-440
1781818390292	1781818389853	-439
1781818390326	1781818389883	-443
1781818390358	1781818389915	-443
1781818390392	1781818389948	-444
1781818390426	1781818389982	-444
1781818390459	1781818390016	-443
1781818390494	1781818390049	-445
1781818390526	1781818390084	-442
1781818390560	1781818390117	-443
1781818390593	1781818390150	-443
1781818390631	1781818390187	-444
1781818390659	1781818390216	-443
1781818390682	1781818390240	-442
1781818390715	1781818390271	-444
1781818390748	1781818390306	-442
1781818390781	1781818390338	-443
1781818390814	1781818390372	-442
1781818390847	1781818390404	-443
1781818390880	1781818390436	-444
1781818390913	1781818390469	-444
1781818390946	1781818390503	-443
1781818390979	1781818390536	-443
1781818391015	1781818390572	-443
1781818391045	1781818390602	-443
1781818391084	1781818390641	-443
1781818391111	1781818390668	-443
1781818391144	1781818390701	-443
1781818391177	1781818390734	-443
1781818391210	1781818390767	-443
1781818391243	1781818390800	-443
1781818391282	1781818390838	-444
1781818391310	1781818390868	-442
1781818391343	1781818390899	-444
1781818391375	1781818390932	-443
1781818391412	1781818390969	-443
1781818391443	1781818391003	-440
1781818391475	1781818391031	-444
1781818391509	1781818391065	-444
1781818391541	1781818391098	-443
1781818391578	1781818391135	-443
1781818391608	1781818391165	-443
1781818391642	1781818391198	-444
1781818391676	1781818391232	-444
1781818391708	1781818391266	-442
1781818391741	1781818391299	-442
1781818391776	1781818391333	-443
1781818391805	1781818391362	-443
1781818391846	1781818391405	-441
1781818391875	1781818391435	-440
1781818391910	1781818391471	-439
1781818391941	1781818391499	-442
1781818391973	1781818391530	-443
1781818392006	1781818391563	-443
1781818392046	1781818391603	-443
1781818392073	1781818391629	-444
1781818392108	1781818391665	-443
1781818392141	1781818391697	-444
1781818392174	1781818391732	-442
1781818392207	1781818391764	-443
1781818392241	1781818391798	-443
1781818392274	1781818391831	-443
1781818392306	1781818391862	-444
1781818392340	1781818391896	-444
1781818392373	1781818391929	-444
1781818392398	1781818391956	-442
1781818392431	1781818391988	-443
1781818392468	1781818392025	-443
1781818392497	1781818392055	-442
1781818392564	1781818392120	-444
1781818392579	1781818392137	-442
1781818392596	1781818392153	-443
1781818392630	1781818392187	-443
