phone_ts_ms	host_ts_ms	offset_ms
1781818392662	1781818392219	-443
1781818392695	1781818392251	-444
1781818392728	1781818392285	-443
1781818392761	1781818392317	-444
1781818392794	1781818392351	-443
1781818392827	1781818392384	-443
1781818392860	1781818392417	-443
1781818392896	1781818392453	-443
1781818392926	1781818392482	-444
1781818392959	1781818392517	-442
1781818392993	1781818392549	-444
1781818393026	1781818392582	-444
1781818393058	1781818392614	-444
1781818393092	1781818392652	-440
1781818393124	1781818392680	-444
1781818393159	1781818392717	-442
1781818393190	1781818392746	-444
1781818393223	1781818392780	-443
1781818393257	1781818392813	-444
1781818393289	1781818392846	-443
1781818393322	1781818392880	-442
1781818393358	1781818392923	-435
1781818393391	1781818392951	-440
1781818393424	1781818392980	-444
1781818393457	1781818393014	-443
1781818393490	1781818393047	-443
1781818393524	1781818393080	-444
1781818393557	1781818393113	-444
1781818393590	1781818393146	-444
1781818393621	1781818393179	-442
1781818393656	1781818393213	-443
1781818393692	1781818393251	-441
1781818393724	1781818393281	-443
1781818393758	1781818393314	-444
1781818393790	1781818393347	-443
1781818393823	1781818393379	-444
1781818393856	1781818393414	-442
1781818393891	1781818393451	-440
1781818393923	1781818393482	-441
1781818393955	1781818393515	-440
1781818393988	1781818393546	-442
1781818394021	1781818393577	-444
1781818394055	1781818393611	-444
1781818394089	1781818393645	-444
1781818394122	1781818393678	-444
1781818394155	1781818393711	-444
1781818394189	1781818393745	-444
1781818394213	1781818393769	-444
1781818394246	1781818393803	-443
1781818394279	1781818393836	-443
1781818394312	1781818393868	-444
1781818394345	1781818393901	-444
1781818394378	1781818393935	-443
1781818394411	1781818393968	-443
1781818394444	1781818394001	-443
1781818394477	1781818394034	-443
1781818394510	1781818394068	-442
1781818394543	1781818394100	-443
1781818394576	1781818394132	-444
1781818394609	1781818394165	-444
1781818394642	1781818394200	-442
1781818394675	1781818394232	-443
1781818394708	1781818394264	-444
1781818394741	1781818394298	-443
1781818394774	1781818394330	-444
1781818394807	1781818394364	-443
1781818394840	1781818394399	-441
1781818394873	1781818394431	-442
1781818394906	1781818394464	-442
1781818394939	1781818394496	-443
1781818394972	1781818394529	-443
1781818395009	1781818394565	-444
1781818395038	1781818394594	-444
1781818395071	1781818394627	-444
1781818395111	1781818394668	-443
1781818395139	1781818394698	-441
1781818395174	1781818394734	-440
1781818395205	1781818394761	-444
1781818395238	1781818394795	-443
1781818395270	1781818394827	-443
1781818395306	1781818394862	-444
1781818395338	1781818394894	-444
1781818395372	1781818394928	-444
1781818395404	1781818394960	-444
1781818395440	1781818394995	-445
1781818395470	1781818395026	-444
1781818395504	1781818395061	-443
1781818395536	1781818395092	-444
1781818395572	1781818395128	-444
1781818395606	1781818395164	-442
1781818395638	1781818395194	-444
1781818395670	1781818395226	-444
1781818395705	1781818395265	-440
1781818395738	1781818395296	-442
1781818395772	1781818395328	-444
1781818395805	1781818395361	-444
1781818395838	1781818395395	-443
1781818395871	1781818395428	-443
1781818395905	1781818395462	-443
1781818395938	1781818395495	-443
1781818395973	1781818395531	-442
1781818396006	1781818395564	-442
1781818396036	1781818395596	-440
1781818396061	1781818395617	-444
1781818396094	1781818395652	-442
1781818396128	1781818395685	-443
1781818396160	1781818395716	-444
1781818396193	1781818395750	-443
1781818396227	1781818395784	-443
1781818396259	1781818395816	-443
1781818396293	1781818395849	-444
1781818396325	1781818395882	-443
1781818396358	1781818395914	-444
1781818396399	1781818395956	-443
1781818396424	1781818395980	-444
1781818396457	1781818396014	-443
1781818396493	1781818396050	-443
1781818396524	1781818396080	-444
1781818396556	1781818396112	-444
1781818396589	1781818396146	-443
1781818396622	1781818396179	-443
1781818396655	1781818396211	-444
1781818396688	1781818396244	-444
1781818396721	1781818396277	-444
1781818396754	1781818396310	-444
1781818396787	1781818396343	-444
1781818396821	1781818396378	-443
1781818396853	1781818396410	-443
1781818396887	1781818396444	-443
1781818396919	1781818396475	-444
1781818396954	1781818396510	-444
1781818396988	1781818396544	-444
1781818397018	1781818396576	-442
1781818397051	1781818396609	-442
1781818397088	1781818396646	-442
1781818397117	1781818396674	-443
1781818397153	1781818396709	-444
1781818397185	1781818396742	-443
1781818397218	1781818396775	-443
1781818397255	1781818396811	-444
1781818397285	1781818396842	-443
1781818397322	1781818396881	-441
1781818397353	1781818396910	-443
1781818397387	1781818396946	-441
1781818397419	1781818396978	-441
1781818397451	1781818397013	-438
1781818397486	1781818397043	-443
1781818397518	1781818397075	-443
1781818397553	1781818397109	-444
1781818397585	1781818397144	-441
1781818397618	1781818397176	-442
1781818397651	1781818397210	-441
1781818397686	1781818397244	-442
1781818397717	1781818397273	-444
1781818397752	1781818397310	-442
1781818397789	1781818397346	-443
1781818397818	1781818397376	-442
1781818397850	1781818397407	-443
1781818397876	1781818397432	-444
1781818397909	1781818397473	-436
1781818397942	1781818397499	-443
1781818397975	1781818397531	-444
1781818398008	1781818397566	-442
1781818398041	1781818397598	-443
1781818398074	1781818397630	-444
1781818398107	1781818397665	-442
1781818398140	1781818397696	-444
1781818398174	1781818397730	-444
1781818398206	1781818397764	-442
1781818398239	1781818397795	-444
1781818398272	1781818397828	-444
1781818398324	1781818397880	-444
1781818398339	1781818397894	-445
1781818398371	1781818397929	-442
1781818398404	1781818397961	-443
1781818398437	1781818397994	-443
1781818398470	1781818398026	-444
1781818398504	1781818398061	-443
1781818398536	1781818398093	-443
1781818398569	1781818398126	-443
1781818398603	1781818398159	-444
1781818398636	1781818398193	-443
1781818398669	1781818398230	-439
1781818398702	1781818398260	-442
1781818398736	1781818398295	-441
1781818398771	1781818398327	-444
1781818398801	1781818398357	-444
1781818398834	1781818398390	-444
1781818398869	1781818398425	-444
1781818398901	1781818398459	-442
1781818398935	1781818398491	-444
1781818398968	1781818398530	-438
1781818399001	1781818398560	-441
1781818399033	1781818398588	-445
1781818399073	1781818398629	-444
1781818399102	1781818398659	-443
1781818399134	1781818398690	-444
1781818399166	1781818398723	-443
1781818399201	1781818398757	-444
1781818399234	1781818398794	-440
1781818399267	1781818398824	-443
1781818399302	1781818398858	-444
1781818399336	1781818398894	-442
1781818399367	1781818398925	-442
1781818399401	1781818398959	-442
1781818399435	1781818398993	-442
1781818399469	1781818399027	-442
1781818399501	1781818399057	-444
1781818399535	1781818399093	-442
1781818399569	1781818399125	-444
1781818399599	1781818399155	-444
1781818399634	1781818399192	-442
1781818399665	1781818399222	-443
1781818399691	1781818399247	-444
1781818399724	1781818399287	-437
1781818399757	1781818399320	-437
1781818399790	1781818399353	-437
1781818399823	1781818399379	-444
1781818399856	1781818399417	-439
1781818399889	1781818399448	-441
1781818399922	1781818399479	-443
1781818399956	1781818399513	-443
1781818399988	1781818399544	-444
1781818400021	1781818399579	-442
1781818400055	1781818399612	-443
1781818400087	1781818399643	-444
1781818400120	1781818399676	-444
1781818400153	1781818399710	-443
1781818400186	1781818399742	-444
1781818400219	1781818399775	-444
1781818400253	1781818399810	-443
1781818400286	1781818399842	-444
1781818400318	1781818399875	-443
1781818400358	1781818399915	-443
1781818400561	1781818400117	-444
1781818400587	1781818400146	-441
phone_ts_ms	host_ts_ms	offset_ms
1781818971727	1781818971274	-453
1781818971754	1781818971298	-456
1781818971786	1781818971330	-456
1781818971821	1781818971366	-455
1781818971852	1781818971396	-456
1781818971885	1781818971429	-456
1781818971918	1781818971462	-456
1781818971966	1781818971511	-455
1781818971987	1781818971531	-456
1781818972020	1781818971565	-455
1781818972050	1781818971594	-456
1781818972085	1781818971630	-455
1781818972120	1781818971666	-454
1781818972150	1781818971695	-455
1781818972182	1781818971726	-456
1781818972216	1781818971761	-455
1781818972248	1781818971793	-455
1781818972281	1781818971826	-455
1781818972313	1781818971857	-456
1781818972349	1781818971893	-456
1781818972388	1781818971934	-454
1781818972419	1781818971965	-454
1781818972449	1781818971996	-453
1781818972482	1781818972029	-453
1781818972518	1781818972068	-450
1781818972550	1781818972094	-456
1781818972590	1781818972134	-456
1781818972614	1781818972160	-454
1781818972649	1781818972195	-454
1781818972680	1781818972226	-454
1781818972714	1781818972259	-455
1781818972750	1781818972295	-455
1781818972786	1781818972330	-456
1781818972812	1781818972358	-454
1781818972846	1781818972390	-456
1781818972879	1781818972424	-455
1781818972913	1781818972459	-454
1781818972958	1781818972503	-455
1781818972986	1781818972536	-450
1781818973016	1781818972561	-455
1781818973067	1781818972611	-456
1781818973072	1781818972616	-456
1781818973115	1781818972660	-455
1781818973150	1781818972695	-455
1781818973187	1781818972732	-455
1781818973214	1781818972760	-454
1781818973248	1781818972796	-452
1781818973280	1781818972824	-456
1781818973312	1781818972857	-455
1781818973344	1781818972890	-454
1781818973381	1781818972925	-456
1781818973413	1781818972957	-456
1781818973449	1781818972994	-455
1781818973479	1781818973024	-455
1781818973511	1781818973055	-456
1781818973534	1781818973078	-456
1781818973578	1781818973126	-452
1781818973600	1781818973144	-456
1781818973648	1781818973193	-455
1781818973667	1781818973226	-441
1781818973706	1781818973264	-442
1781818973732	1781818973277	-455
1781818973765	1781818973310	-455
1781818973798	1781818973343	-455
1781818973833	1781818973381	-452
1781818973864	1781818973409	-455
1781818973897	1781818973447	-450
1781818973930	1781818973475	-455
1781818973965	1781818973511	-454
1781818973996	1781818973540	-456
1781818974030	1781818973574	-456
1781818974062	1781818973609	-453
1781818974096	1781818973643	-453
1781818974131	1781818973678	-453
1781818974165	1781818973710	-455
1781818974194	1781818973739	-455
1781818974227	1781818973771	-456
1781818974264	1781818973808	-456
1781818974293	1781818973838	-455
1781818974329	1781818973875	-454
1781818974361	1781818973906	-455
1781818974392	1781818973936	-456
1781818974430	1781818973975	-455
1781818974462	1781818974008	-454
1781818974494	1781818974039	-455
1781818974529	1781818974074	-455
1781818974560	1781818974105	-455
1781818974592	1781818974137	-455
1781818974628	1781818974173	-455
1781818974661	1781818974206	-455
1781818974698	1781818974242	-456
1781818974729	1781818974274	-455
1781818974761	1781818974307	-454
1781818974788	1781818974332	-456
1781818974826	1781818974370	-456
1781818974860	1781818974406	-454
1781818974895	1781818974439	-456
1781818974927	1781818974474	-453
1781818974961	1781818974506	-455
1781818974993	1781818974537	-456
1781818975027	1781818974572	-455
1781818975058	1781818974603	-455
1781818975095	1781818974640	-455
1781818975128	1781818974672	-456
1781818975160	1781818974705	-455
1781818975194	1781818974738	-456
1781818975227	1781818974773	-454
1781818975260	1781818974805	-455
1781818975294	1781818974841	-453
1781818975326	1781818974872	-454
1781818975349	1781818974901	-448
1781818975382	1781818974927	-455
1781818975415	1781818974959	-456
1781818975450	1781818974994	-456
1781818975481	1781818975026	-455
1781818975515	1781818975061	-454
1781818975547	1781818975093	-454
1781818975581	1781818975126	-455
1781818975613	1781818975158	-455
1781818975647	1781818975193	-454
1781818975679	1781818975224	-455
1781818975713	1781818975259	-454
1781818975745	1781818975290	-455
1781818975778	1781818975326	-452
1781818975811	1781818975358	-453
1781818975844	1781818975395	-449
1781818975877	1781818975424	-453
1781818975911	1781818975459	-452
1781818975943	1781818975488	-455
1781818975976	1781818975521	-455
1781818976010	1781818975554	-456
1781818976049	1781818975594	-455
1781818976079	1781818975623	-456
1781818976112	1781818975656	-456
1781818976147	1781818975692	-455
1781818976175	1781818975723	-452
1781818976208	1781818975752	-456
1781818976241	1781818975786	-455
1781818976276	1781818975821	-455
1781818976310	1781818975855	-455
1781818976343	1781818975888	-455
1781818976375	1781818975920	-455
1781818976411	1781818975955	-456
1781818976442	1781818975987	-455
1781818976475	1781818976020	-455
1781818976510	1781818976059	-451
1781818976542	1781818976087	-455
1781818976577	1781818976122	-455
1781818976607	1781818976152	-455
1781818976641	1781818976185	-456
1781818976674	1781818976219	-455
1781818976713	1781818976258	-455
1781818976746	1781818976290	-456
1781818976779	1781818976326	-453
1781818976810	1781818976354	-456
1781818976844	1781818976389	-455
1781818976874	1781818976419	-455
1781818976911	1781818976456	-455
1781818976944	1781818976489	-455
1781818976977	1781818976524	-453
1781818977009	1781818976556	-453
1781818977042	1781818976589	-453
1781818977074	1781818976618	-456
1781818977107	1781818976657	-450
1781818977141	1781818976685	-456
1781818977165	1781818976709	-456
1781818977213	1781818976758	-455
1781818977246	1781818976791	-455
1781818977263	1781818976820	-443
1781818977296	1781818976851	-445
1781818977329	1781818976880	-449
1781818977362	1781818976907	-455
1781818977398	1781818976944	-454
1781818977429	1781818976986	-443
1781818977464	1781818977008	-456
1781818977494	1781818977039	-455
1781818977527	1781818977073	-454
1781818977560	1781818977105	-455
1781818977593	1781818977137	-456
1781818977626	1781818977172	-454
1781818977660	1781818977207	-453
1781818977692	1781818977236	-456
1781818977725	1781818977269	-456
1781818977758	1781818977303	-455
1781818977791	1781818977339	-452
1781818977826	1781818977370	-456
1781818977857	1781818977403	-454
1781818977891	1781818977436	-455
1781818977925	1781818977469	-456
1781818977957	1781818977501	-456
1781818977992	1781818977538	-454
1781818978022	1781818977568	-454
1781818978059	1781818977604	-455
1781818978094	1781818977640	-454
1781818978129	1781818977673	-456
1781818978155	1781818977701	-454
1781818978193	1781818977737	-456
1781818978222	1781818977770	-452
1781818978263	1781818977813	-450
1781818978289	1781818977833	-456
1781818978323	1781818977868	-455
1781818978356	1781818977901	-455
1781818978392	1781818977939	-453
1781818978424	1781818977968	-456
1781818978458	1781818978002	-456
1781818978492	1781818978036	-456
1781818978523	1781818978067	-456
1781818978553	1781818978098	-455
1781818978589	1781818978133	-456
1781818978620	1781818978164	-456
1781818978655	1781818978199	-456
1781818978689	1781818978234	-455
1781818978723	1781818978269	-454
1781818978756	1781818978300	-456
1781818978790	1781818978334	-456
1781818978820	1781818978364	-456
1781818978857	1781818978401	-456
1781818978891	1781818978437	-454
1781818978925	1781818978469	-456
1781818978956	1781818978501	-455
1781818978988	1781818978532	-456
1781818979023	1781818978567	-456
1781818979060	1781818978608	-452
1781818979078	1781818978629	-449
1781818979111	1781818978660	-451
1781818979156	1781818978700	-456
1781818979177	1781818978723	-454
1781818979210	1781818978754	-456
1781818979245	1781818978790	-455
1781818979276	1781818978822	-454
1781818979309	1781818978858	-451
1781818979342	1781818978886	-456
1781818979375	1781818978920	-455
1781818979408	1781818978953	-455
1781818979441	1781818978985	-456
1781818979474	1781818979018	-456
1781818979507	1781818979052	-455
1781818979541	1781818979085	-456
1781818979573	1781818979120	-453
1781818979606	1781818979152	-454
1781818979641	1781818979186	-455
1781818979672	1781818979216	-456
1781818979706	1781818979253	-453
1781818979740	1781818979284	-456
1781818979771	1781818979316	-455
1781818979804	1781818979349	-455
1781818979837	1781818979382	-455
1781818979870	1781818979415	-455
1781818979904	1781818979449	-455
1781818979936	1781818979483	-453
1781818979972	1781818979517	-455
1781818980006	1781818979550	-456
1781818980037	1781818979582	-455
1781818980069	1781818979614	-455
1781818980106	1781818979651	-455
1781818980139	1781818979684	-455
1781818980171	1781818979717	-454
1781818980206	1781818979752	-454
1781818980237	1781818979784	-453
1781818980268	1781818979813	-455
1781818980299	1781818979845	-454
1781818980339	1781818979884	-455
1781818980370	1781818979916	-454
1781818980403	1781818979947	-456
1781818980435	1781818979983	-452
1781818980468	1781818980014	-454
1781818980503	1781818980048	-455
1781818980536	1781818980081	-455
1781818980570	1781818980115	-455
1781818980604	1781818980151	-453
1781818980638	1781818980183	-455
1781818980671	1781818980215	-456
1781818980703	1781818980249	-454
1781818980735	1781818980280	-455
1781818980770	1781818980314	-456
1781818980804	1781818980348	-456
1781818980835	1781818980380	-455
1781818980870	1781818980415	-455
1781818980903	1781818980447	-456
1781818980937	1781818980481	-456
1781818980960	1781818980505	-455
1781818980992	1781818980536	-456
1781818981025	1781818980570	-455
1781818981058	1781818980602	-456
1781818981091	1781818980636	-455
1781818981124	1781818980668	-456
1781818981157	1781818980702	-455
1781818981190	1781818980738	-452
1781818981223	1781818980769	-454
1781818981256	1781818980804	-452
1781818981289	1781818980834	-455
1781818981335	1781818980879	-456
1781818981355	1781818980899	-456
1781818981389	1781818980935	-454
1781818981421	1781818980966	-455
1781818981455	1781818980999	-456
1781818981487	1781818981032	-455
1781818981520	1781818981064	-456
1781818981553	1781818981098	-455
1781818981588	1781818981132	-456
1781818981619	1781818981163	-456
1781818981653	1781818981198	-455
1781818981685	1781818981230	-455
1781818981721	1781818981266	-455
1781818981751	1781818981296	-455
1781818981785	1781818981330	-455
1781818981817	1781818981362	-455
1781818981853	1781818981400	-453
1781818981888	1781818981433	-455
1781818981919	1781818981464	-455
1781818981952	1781818981496	-456
1781818981985	1781818981531	-454
1781818982019	1781818981567	-452
1781818982053	1781818981598	-455
1781818982083	1781818981628	-455
1781818982121	1781818981667	-454
1781818982153	1781818981699	-454
1781818982187	1781818981732	-455
1781818982216	1781818981761	-455
1781818982250	1781818981796	-454
1781818982282	1781818981827	-455
1781818982320	1781818981866	-454
1781818982350	1781818981901	-449
1781818982385	1781818981930	-455
1781818982419	1781818981964	-455
1781818982453	1781818981999	-454
1781818982484	1781818982031	-453
1781818982521	1781818982070	-451
1781818982552	1781818982097	-455
1781818982586	1781818982132	-454
1781818982617	1781818982162	-455
1781818982654	1781818982202	-452
1781818982684	1781818982230	-454
1781818982718	1781818982267	-451
1781818982750	1781818982295	-455
1781818982785	1781818982332	-453
1781818982807	1781818982352	-455
1781818982840	1781818982387	-453
1781818982873	1781818982418	-455
1781818982906	1781818982452	-454
1781818982939	1781818982486	-453
1781818982973	1781818982519	-454
1781818983005	1781818982551	-454
1781818983038	1781818982584	-454
1781818983071	1781818982616	-455
1781818983104	1781818982649	-455
1781818983137	1781818982682	-455
1781818983170	1781818982717	-453
1781818983204	1781818982749	-455
1781818983236	1781818982781	-455
1781818983270	1781818982815	-455
1781818983303	1781818982848	-455
1781818983335	1781818982880	-455
1781818983368	1781818982915	-453
1781818983402	1781818982948	-454
1781818983436	1781818982982	-454
1781818983468	1781818983014	-454
1781818983501	1781818983047	-454
1781818983536	1781818983081	-455
1781818983568	1781818983114	-454
1781818983601	1781818983152	-449
1781818983634	1781818983181	-453
1781818983668	1781818983214	-454
1781818983700	1781818983251	-449
1781818983738	1781818983287	-451
1781818983766	1781818983318	-448
1781818983801	1781818983347	-454
1781818983832	1781818983379	-453
1781818983867	1781818983415	-452
1781818983902	1781818983449	-453
1781818983933	1781818983481	-452
1781818983966	1781818983512	-454
1781818984000	1781818983548	-452
1781818984034	1781818983584	-450
1781818984066	1781818983615	-451
1781818984098	1781818983645	-453
1781818984133	1781818983681	-452
1781818984167	1781818983713	-454
1781818984201	1781818983750	-451
1781818984231	1781818983779	-452
1781818984264	1781818983810	-454
1781818984296	1781818983843	-453
1781818984332	1781818983879	-453
1781818984363	1781818983909	-454
1781818984401	1781818983947	-454
1781818984430	1781818983978	-452
1781818984475	1781818984021	-454
1781818984499	1781818984045	-454
1781818984533	1781818984079	-454
1781818984566	1781818984113	-453
1781818984601	1781818984154	-447
1781818984622	1781818984168	-454
1781818984656	1781818984203	-453
1781818984688	1781818984234	-454
1781818984721	1781818984267	-454
1781818984754	1781818984300	-454
1781818984787	1781818984333	-454
1781818984820	1781818984366	-454
1781818984853	1781818984402	-451
1781818984886	1781818984433	-453
1781818984920	1781818984468	-452
1781818984952	1781818984499	-453
1781818984985	1781818984533	-452
1781818985018	1781818984565	-453
1781818985051	1781818984597	-454
1781818985084	1781818984631	-453
1781818985136	1781818984686	-450
1781818985150	1781818984697	-453
1781818985183	1781818984731	-452
1781818985216	1781818984763	-453
1781818985250	1781818984797	-453
1781818985283	1781818984829	-454
1781818985316	1781818984865	-451
1781818985349	1781818984896	-453
1781818985382	1781818984929	-453
1781818985416	1781818984971	-445
1781818985450	1781818984999	-451
1781818985480	1781818985028	-452
1781818985516	1781818985066	-450
1781818985549	1781818985096	-453
1781818985580	1781818985128	-452
1781818985612	1781818985159	-453
1781818985649	1781818985196	-453
1781818985681	1781818985229	-452
1781818985716	1781818985264	-452
1781818985749	1781818985296	-453
1781818985783	1781818985332	-451
1781818985814	1781818985363	-451
1781818985849	1781818985397	-452
1781818985880	1781818985428	-452
1781818985916	1781818985464	-452
1781818985947	1781818985497	-450
1781818985983	1781818985530	-453
1781818986015	1781818985564	-451
1781818986047	1781818985596	-451
1781818986082	1781818985629	-453
1781818986112	1781818985660	-452
1781818986148	1781818985695	-453
1781818986183	1781818985731	-452
1781818986213	1781818985760	-453
1781818986251	1781818985799	-452
1781818986285	1781818985832	-453
1781818986318	1781818985866	-452
1781818986348	1781818985897	-451
1781818986371	1781818985918	-453
1781818986404	1781818985953	-451
1781818986437	1781818985984	-453
1781818986470	1781818986017	-453
1781818986503	1781818986055	-448
1781818986536	1781818986084	-452
1781818986569	1781818986117	-452
1781818986602	1781818986149	-453
1781818986636	1781818986183	-453
1781818986668	1781818986216	-452
1781818986701	1781818986249	-452
1781818986734	1781818986282	-452
1781818986767	1781818986315	-452
1781818986800	1781818986348	-452
1781818986833	1781818986380	-453
1781818986870	1781818986424	-446
1781818986900	1781818986455	-445
1781818986932	1781818986480	-452
1781818986965	1781818986513	-452
1781818986998	1781818986546	-452
1781818987031	1781818986579	-452
1781818987066	1781818986616	-450
1781818987097	1781818986647	-450
1781818987130	1781818986683	-447
1781818987163	1781818986713	-450
1781818987202	1781818986750	-452
1781818987232	1781818986779	-453
1781818987264	1781818986814	-450
1781818987296	1781818986844	-452
1781818987332	1781818986879	-453
1781818987365	1781818986913	-452
1781818987401	1781818986949	-452
1781818987430	1781818986979	-451
1781818987470	1781818987017	-453
1781818987498	1781818987047	-451
1781818987532	1781818987080	-452
1781818987563	1781818987112	-451
1781818987595	1781818987146	-449
1781818987628	1781818987179	-449
1781818987663	1781818987213	-450
1781818987693	1781818987242	-451
1781818987729	1781818987278	-451
1781818987762	1781818987309	-453
1781818987797	1781818987345	-452
1781818987830	1781818987379	-451
1781818987866	1781818987413	-453
1781818987893	1781818987441	-452
1781818987930	1781818987478	-452
1781818987960	1781818987509	-451
1781818987994	1781818987542	-452
1781818988029	1781818987577	-452
1781818988062	1781818987612	-450
1781818988095	1781818987643	-452
1781818988127	1781818987676	-451
1781818988161	1781818987709	-452
1781818988196	1781818987745	-451
1781818988219	1781818987767	-452
1781818988252	1781818987800	-452
1781818988285	1781818987833	-452
1781818988327	1781818987875	-452
1781818988351	1781818987899	-452
1781818988384	1781818987932	-452
1781818988417	1781818987965	-452
1781818988451	1781818987999	-452
1781818988483	1781818988031	-452
1781818988518	1781818988066	-452
1781818988549	1781818988097	-452
1781818988582	1781818988131	-451
1781818988615	1781818988163	-452
1781818988648	1781818988197	-451
1781818988681	1781818988229	-452
1781818988714	1781818988263	-451
1781818988747	1781818988297	-450
1781818988780	1781818988330	-450
1781818988813	1781818988362	-451
1781818988847	1781818988396	-451
1781818988880	1781818988428	-452
1781818988913	1781818988464	-449
1781818988945	1781818988494	-451
1781818988978	1781818988528	-450
1781818989012	1781818988562	-450
1781818989044	1781818988592	-452
1781818989077	1781818988628	-449
1781818989111	1781818988662	-449
1781818989144	1781818988693	-451
1781818989177	1781818988727	-450
1781818989212	1781818988760	-452
1781818989244	1781818988794	-450
1781818989277	1781818988827	-450
1781818989310	1781818988861	-449
1781818989345	1781818988895	-450
1781818989378	1781818988926	-452
1781818989410	1781818988958	-452
1781818989444	1781818988995	-449
1781818989477	1781818989027	-450
1781818989510	1781818989059	-451
1781818989544	1781818989095	-449
1781818989577	1781818989125	-452
1781818989608	1781818989159	-449
1781818989642	1781818989192	-450
1781818989820	1781818989369	-451
1781818989843	1781818989391	-452
1781819035278	1781819034832	-446
1781819035311	1781819034865	-446
1781819035344	1781819034898	-446
1781819035389	1781819034944	-445
1781819035423	1781819034978	-445
1781819035443	1781819034997	-446
1781819035476	1781819035029	-447
1781819035509	1781819035064	-445
1781819035542	1781819035096	-446
1781819035575	1781819035129	-446
1781819035613	1781819035173	-440
1781819035642	1781819035196	-446
1781819035675	1781819035229	-446
1781819035707	1781819035262	-445
1781819035741	1781819035295	-446
1781819035774	1781819035330	-444
1781819035807	1781819035363	-444
1781819035839	1781819035393	-446
1781819035872	1781819035427	-445
1781819035907	1781819035464	-443
1781819035940	1781819035494	-446
1781819035973	1781819035526	-447
1781819036006	1781819035561	-445
1781819036042	1781819035596	-446
1781819036071	1781819035628	-443
1781819036104	1781819035664	-440
1781819036140	1781819035695	-445
1781819036173	1781819035728	-445
1781819036204	1781819035758	-446
1781819036239	1781819035795	-444
1781819036271	1781819035827	-444
1781819036308	1781819035862	-446
1781819036340	1781819035894	-446
1781819036375	1781819035928	-447
1781819036404	1781819035959	-445
1781819036439	1781819035994	-445
1781819036475	1781819036028	-447
1781819036506	1781819036060	-446
1781819036540	1781819036094	-446
1781819036571	1781819036125	-446
1781819036606	1781819036160	-446
1781819036640	1781819036193	-447
1781819036671	1781819036226	-445
1781819036707	1781819036261	-446
1781819036739	1781819036295	-444
1781819036774	1781819036328	-446
1781819036805	1781819036361	-444
1781819036830	1781819036386	-444
1781819036862	1781819036417	-445
1781819036895	1781819036450	-445
1781819036928	1781819036482	-446
1781819036961	1781819036515	-446
1781819036994	1781819036548	-446
1781819037027	1781819036581	-446
1781819037060	1781819036615	-445
1781819037093	1781819036647	-446
1781819037126	1781819036681	-445
1781819037160	1781819036715	-445
1781819037192	1781819036747	-445
1781819037225	1781819036781	-444
1781819037258	1781819036812	-446
1781819037292	1781819036850	-442
1781819037324	1781819036878	-446
1781819037361	1781819036922	-439
1781819037390	1781819036944	-446
1781819037424	1781819036978	-446
1781819037457	1781819037012	-445
1781819037490	1781819037047	-443
1781819037522	1781819037076	-446
1781819037557	1781819037116	-441
1781819037589	1781819037144	-445
1781819037627	1781819037184	-443
1781819037654	1781819037210	-444
1781819037688	1781819037244	-444
1781819037725	1781819037280	-445
1781819037754	1781819037309	-445
1781819037787	1781819037341	-446
1781819037823	1781819037378	-445
1781819037854	1781819037409	-445
1781819037886	1781819037443	-443
1781819037921	1781819037475	-446
1781819037954	1781819037508	-446
1781819037986	1781819037540	-446
1781819038020	1781819037574	-446
1781819038053	1781819037607	-446
1781819038087	1781819037641	-446
1781819038119	1781819037674	-445
1781819038154	1781819037708	-446
1781819038186	1781819037741	-445
1781819038220	1781819037775	-445
1781819038254	1781819037808	-446
1781819038287	1781819037842	-445
1781819038318	1781819037872	-446
1781819038354	1781819037909	-445
1781819038386	1781819037941	-445
1781819038418	1781819037973	-445
1781819038452	1781819038006	-446
1781819038487	1781819038042	-445
1781819038518	1781819038072	-446
1781819038553	1781819038107	-446
1781819038585	1781819038142	-443
1781819038620	1781819038174	-446
1781819038652	1781819038206	-446
1781819038687	1781819038241	-446
1781819038719	1781819038274	-445
1781819038743	1781819038297	-446
1781819038784	1781819038337	-447
1781819038809	1781819038363	-446
1781819038842	1781819038396	-446
1781819038875	1781819038429	-446
1781819038908	1781819038463	-445
1781819038942	1781819038502	-440
1781819038974	1781819038529	-445
1781819039007	1781819038561	-446
1781819039040	1781819038596	-444
1781819039073	1781819038627	-446
1781819039106	1781819038660	-446
1781819039139	1781819038693	-446
1781819039174	1781819038729	-445
1781819039205	1781819038760	-445
1781819039238	1781819038792	-446
1781819039271	1781819038825	-446
1781819039304	1781819038860	-444
1781819039337	1781819038892	-445
1781819039374	1781819038928	-446
1781819039403	1781819038957	-446
1781819039436	1781819038991	-445
1781819039469	1781819039025	-444
1781819039502	1781819039056	-446
1781819039535	1781819039090	-445
1781819039568	1781819039123	-445
1781819039602	1781819039158	-444
1781819039634	1781819039192	-442
1781819039667	1781819039222	-445
1781819039702	1781819039256	-446
1781819039734	1781819039289	-445
1781819039769	1781819039324	-445
1781819039801	1781819039358	-443
1781819039836	1781819039394	-442
1781819039866	1781819039421	-445
1781819039902	1781819039458	-444
1781819039935	1781819039491	-444
1781819039969	1781819039526	-443
1781819040001	1781819039557	-444
1781819040035	1781819039597	-438
1781819040064	1781819039617	-447
1781819040101	1781819039657	-444
1781819040134	1781819039691	-443
